주문일자,지역,채널,카테고리,수량,단가,할인율,매출
2024-10-05,대전,온라인,뷰티,9,139992,0.24,957545.0
2024-05-26,인천,오프라인,뷰티,8,164857,0.11,1173782.0
2024-09-13,부산,모바일앱,가전,7,169250,0.07,1101818.0
2024-11-23,부산,온라인,의류,11,48376,0.17,441673.0
2024-08-11,부산,온라인,도서,7,87078,0.0,609546.0
2024-09-02,서울,온라인,의류,8,108005,0.14,743074.0
2024-04-03,부산,오프라인,가전,6,195468,0.25,879606.0
2024-03-27,부산,온라인,식품,6,12918,0.28,55806.0
2024-05-31,대구,모바일앱,식품,4,97973,0.1,352703.0
2024-11-08,광주,오프라인,식품,6,46779,0.19,227346.0
2024-07-10,대전,오프라인,뷰티,11,45327,0.07,463695.0
2024-05-07,서울,오프라인,식품,5,153543,0.17,637203.0
2024-10-12,부산,온라인,도서,2,44369,0.08,81639.0
2024-11-08,서울,모바일앱,뷰티,7,159712,0.17,927927.0
2024-11-26,부산,온라인,도서,9,198814,,1699860.0
2024-04-19,서울,오프라인,도서,11,156398,0.28,1238672.0
2024-09-16,서울,모바일앱,가전,6,38134,0.27,167027.0
2024-08-04,인천,오프라인,가전,9,32765,0.1,265396.0
2024-06-13,부산,모바일앱,도서,3,90239,0.23,208452.0
2024-05-25,대전,온라인,도서,5,112451,0.03,545387.0
2024-02-11,서울,모바일앱,도서,5,156777,0.22,611430.0
2024-04-10,서울,오프라인,의류,4,87428,0.08,321735.0
2024-07-20,부산,오프라인,의류,8,37577,0.04,288591.0
2024-11-20,서울,온라인,가전,10,198339,0.2,1586712.0
2024-11-13,서울,온라인,식품,4,181388,0.14,623975.0
2024-03-09,대전,오프라인,의류,2,132543,0.16,222672.0
2024-09-05,서울,온라인,가전,10,140614,0.16,1181158.0
2024-02-01,서울,오프라인,가전,10,187364,0.02,1836167.0
2024-09-04,대구,모바일앱,가전,11,97598,0.02,1052106.0
2024-05-05,부산,모바일앱,식품,3,33343,0.18,82024.0
2024-06-13,대구,온라인,뷰티,8,123162,0.19,798090.0
2024-09-19,부산,모바일앱,도서,8,92920,0.01,735926.0
2024-06-04,광주,온라인,뷰티,9,160951,0.11,1289218.0
2024-10-22,서울,온라인,식품,9,155463,0.18,1147317.0
2024-07-14,부산,모바일앱,의류,11,96931,0.2,852993.0
2024-12-31,인천,온라인,뷰티,6,76732,0.25,345294.0
2024-08-21,광주,온라인,식품,1,87300,0.13,75951.0
2024-04-18,부산,온라인,도서,3,128339,0.16,323414.0
2024-10-10,대구,오프라인,도서,10,129220,0.17,1072526.0
2024-05-29,서울,모바일앱,뷰티,10,104781,0.09,953507.0
2024-07-14,서울,온라인,뷰티,1,108716,0.02,106542.0
2024-02-20,서울,온라인,도서,5,198426,0.0,992130.0
2024-02-13,인천,오프라인,의류,3,54478,0.25,122576.0
2024-07-29,서울,온라인,뷰티,4,38905,0.06,146283.0
2024-03-09,인천,오프라인,도서,8,160837,0.19,1042224.0
2024-12-31,서울,모바일앱,식품,6,187392,0.17,933212.0
2024-11-09,광주,오프라인,도서,6,123693,,653099.0
2024-09-13,광주,모바일앱,의류,5,83306,0.25,312398.0
2024-09-25,서울,오프라인,식품,8,72958,0.21,461095.0
2024-08-05,서울,모바일앱,의류,8,96258,0.01,762363.0
2024-01-23,서울,온라인,도서,1,15228,0.23,11726.0
2024-05-23,광주,온라인,뷰티,2,108077,0.15,183731.0
2024-06-30,서울,오프라인,의류,4,57570,0.1,207252.0
2024-11-30,부산,온라인,가전,5,56746,0.22,221309.0
2024-03-21,부산,모바일앱,뷰티,11,114268,0.21,992989.0
2024-06-30,인천,오프라인,의류,10,192913,0.09,1755508.0
2024-05-05,부산,모바일앱,식품,8,45142,0.29,256407.0
2024-02-19,부산,온라인,도서,1,182740,0.19,148019.0
2024-02-07,대전,온라인,식품,2,106284,0.18,174306.0
2024-05-13,서울,오프라인,식품,6,194716,0.02,1144930.0
2024-01-31,광주,온라인,뷰티,7,79531,0.08,512180.0
2024-01-25,서울,오프라인,뷰티,8,199399,0.13,1387817.0
2024-05-08,부산,오프라인,의류,2,133692,0.19,216581.0
2024-03-14,광주,모바일앱,식품,10,135611,0.15,1152694.0
2024-07-22,인천,오프라인,뷰티,6,114827,0.23,530501.0
2024-01-07,인천,온라인,가전,7,93078,0.08,599422.0
2024-04-20,서울,온라인,도서,1,107397,0.21,84844.0
2024-06-14,부산,오프라인,의류,10,170893,0.24,1298787.0
2024-12-18,부산,온라인,뷰티,6,159508,0.23,736927.0
2024-08-20,부산,온라인,의류,3,9641,0.23,22271.0
2024-11-18,부산,온라인,뷰티,4,140450,0.27,410114.0
2024-05-05,서울,온라인,가전,4,167708,0.03,650707.0
2024-06-13,서울,오프라인,도서,1,150106,0.21,118584.0
2024-06-02,서울,온라인,가전,11,101970,0.29,796386.0
2024-11-20,부산,오프라인,도서,9,70425,0.17,526075.0
2024-12-17,서울,온라인,가전,10,136277,0.07,1267376.0
2024-12-18,광주,오프라인,뷰티,4,134417,0.3,376368.0
2024-10-02,대구,온라인,도서,7,77938,0.05,518288.0
2024-07-03,서울,모바일앱,가전,6,84238,0.1,454885.0
2024-07-16,인천,온라인,뷰티,6,76881,0.05,438222.0
2024-12-24,광주,오프라인,식품,7,13774,0.14,82919.0
2024-04-14,서울,온라인,의류,5,11184,0.13,48650.0
2024-05-06,서울,온라인,가전,9,21200,0.15,162180.0
2024-11-24,서울,온라인,가전,1,87638,0.28,63099.0
2024-05-21,서울,모바일앱,식품,3,104531,0.14,269690.0
2024-03-27,인천,모바일앱,의류,10,84629,0.15,719346.0
2024-07-24,대전,온라인,의류,10,191258,0.27,1396183.0
2024-04-29,서울,온라인,뷰티,9,48834,0.25,329630.0
2024-11-22,인천,오프라인,가전,5,81627,0.07,379566.0
2024-11-28,서울,오프라인,도서,6,53228,0.0,319368.0
2024-04-21,대구,온라인,가전,1,63451,0.19,51395.0
2024-07-12,인천,오프라인,식품,4,118907,0.25,356721.0
2024-12-26,부산,오프라인,가전,8,65432,0.17,434468.0
2024-09-28,서울,오프라인,가전,4,66965,0.06,251788.0
2024-03-19,대구,온라인,의류,6,135811,0.22,635595.0
2024-08-04,대전,온라인,뷰티,2,166899,0.2,267038.0
2024-08-14,서울,온라인,도서,6,46450,0.17,231321.0
2024-08-27,서울,오프라인,뷰티,8,26720,0.26,158182.0
2024-01-10,서울,온라인,의류,7,51698,0.24,275033.0
2024-04-19,대구,오프라인,가전,7,117640,0.2,5270272.0
2024-11-08,대구,오프라인,식품,11,192139,0.2,1690823.0
2024-03-29,인천,오프라인,뷰티,3,36208,0.2,86899.0
2024-04-19,인천,온라인,가전,4,13339,0.16,44819.0
2024-04-28,광주,온라인,가전,7,108006,0.14,650196.0
2024-03-05,광주,온라인,뷰티,6,198231,0.21,939615.0
2024-02-26,서울,오프라인,가전,11,112746,0.18,1016969.0
2024-05-07,대구,모바일앱,뷰티,1,185271,0.15,157480.0
2024-11-15,서울,온라인,도서,2,130248,0.04,250076.0
2024-01-01,서울,모바일앱,도서,4,11162,0.21,35272.0
2024-04-13,대전,온라인,의류,6,88347,0.19,429366.0
2024-01-23,인천,온라인,가전,10,155158,0.1,1396422.0
2024-07-24,대전,온라인,의류,6,104347,0.11,557213.0
2024-04-01,부산,오프라인,뷰티,5,42985,0.07,199880.0
2024-10-16,부산,온라인,뷰티,2,40285,0.29,57205.0
2024-08-02,부산,온라인,의류,5,134389,0.26,3977912.0
2024-10-13,서울,오프라인,뷰티,6,95287,0.17,474529.0
2024-08-20,서울,오프라인,도서,7,116955,0.12,720443.0
2024-06-09,부산,온라인,가전,7,77740,0.22,424460.0
2024-11-11,서울,온라인,도서,5,71113,0.16,298675.0
2024-06-23,대전,오프라인,도서,2,134895,0.29,191551.0
2024-12-13,서울,온라인,의류,2,6513,0.02,12765.0
2024-12-30,서울,온라인,도서,2,89790,0.01,177784.0
2024-08-03,인천,오프라인,뷰티,7,77285,0.17,449026.0
2024-09-03,서울,온라인,의류,10,156971,0.06,1475527.0
2024-04-03,대전,오프라인,식품,10,147041,0.18,1205736.0
2024-10-25,인천,온라인,뷰티,4,88068,0.23,271249.0
2024-09-02,서울,온라인,뷰티,1,56228,0.04,53979.0
2024-11-26,인천,온라인,도서,7,50975,0.13,310438.0
2024-04-07,대구,온라인,도서,1,46194,0.21,36493.0
2024-10-15,인천,온라인,가전,7,58369,,306437.0
2024-06-21,광주,온라인,의류,5,153312,0.15,651576.0
2024-03-08,인천,모바일앱,가전,10,13830,0.06,130002.0
2024-03-03,대구,모바일앱,의류,7,10094,0.18,463520.0
2024-07-24,서울,온라인,뷰티,9,110284,0.14,853598.0
2024-04-26,인천,오프라인,식품,5,48573,0.23,187006.0
2024-02-07,대전,오프라인,뷰티,10,167021,0.17,1386274.0
2024-06-05,대구,모바일앱,가전,6,151679,0.08,837268.0
2024-08-26,인천,온라인,가전,7,154976,0.23,835321.0
2024-04-26,부산,온라인,뷰티,4,94120,0.16,316243.0
2024-12-15,인천,온라인,가전,5,90368,0.05,429248.0
2024-10-12,대전,온라인,도서,10,87989,0.17,730309.0
2024-07-06,서울,온라인,도서,5,43243,0.28,155675.0
2024-12-08,서울,모바일앱,식품,1,115628,0.21,91346.0
2024-06-07,부산,모바일앱,가전,5,173379,0.09,788874.0
2024-02-21,부산,온라인,식품,5,55043,0.21,217420.0
2024-01-14,대구,온라인,가전,5,16072,0.08,73931.0
2024-12-09,서울,온라인,도서,1,115117,0.16,96698.0
2024-12-17,부산,온라인,뷰티,2,82848,0.16,139185.0
2024-09-27,대구,오프라인,뷰티,4,160503,0.07,597071.0
2024-02-07,대구,온라인,뷰티,5,172039,,774176.0
2024-04-17,인천,모바일앱,도서,1,190374,0.28,137069.0
2024-01-16,인천,모바일앱,뷰티,5,81669,0.08,375677.0
2024-01-19,대구,오프라인,도서,4,180840,0.24,549754.0
2024-03-31,인천,오프라인,도서,1,27985,0.2,22388.0
2024-07-28,대구,오프라인,뷰티,3,77683,0.16,195761.0
2024-01-24,부산,온라인,식품,4,56860,0.04,218342.0
2024-12-26,대구,온라인,의류,2,185004,0.06,347808.0
2024-06-15,서울,오프라인,뷰티,9,122005,0.05,1043143.0
2024-04-06,서울,온라인,식품,1,76342,0.18,62600.0
2024-07-07,부산,모바일앱,식품,7,34647,0.29,172196.0
2024-10-16,광주,온라인,가전,8,157682,0.26,933477.0
2024-04-24,인천,온라인,식품,9,132712,0.01,1182464.0
2024-01-18,서울,온라인,의류,7,171327,0.08,1103346.0
2024-01-19,대구,모바일앱,뷰티,6,90441,0.05,515514.0
2024-11-07,서울,온라인,가전,9,34231,0.29,218736.0
2024-02-10,인천,온라인,도서,10,70205,0.07,652906.0
2024-08-20,광주,온라인,도서,3,125914,0.06,355077.0
2024-05-20,대구,오프라인,뷰티,9,51980,0.19,378934.0
2024-10-11,대구,모바일앱,도서,6,18788,0.17,93564.0
2024-01-23,서울,온라인,가전,2,165549,0.07,307921.0
2024-11-24,부산,모바일앱,의류,7,108453,0.2,607337.0
2024-09-12,광주,온라인,뷰티,11,82351,0.03,878685.0
2024-06-13,인천,오프라인,뷰티,2,112804,0.01,223352.0
2024-03-16,부산,온라인,도서,1,149003,0.02,146023.0
2024-12-23,부산,온라인,뷰티,11,5262,0.11,51515.0
2024-04-20,서울,오프라인,도서,7,90869,0.29,451619.0
2024-06-28,서울,오프라인,가전,3,54576,0.16,137532.0
2024-05-24,서울,온라인,뷰티,9,22914,0.23,158794.0
2024-03-25,부산,모바일앱,가전,5,12014,0.1,54063.0
2024-06-01,대전,모바일앱,식품,4,90898,0.22,283602.0
2024-02-25,부산,온라인,식품,4,111071,0.29,315442.0
2024-01-01,서울,오프라인,도서,7,103999,0.11,647914.0
2024-04-16,서울,오프라인,가전,2,157676,0.3,220746.0
2024-02-11,서울,온라인,도서,4,94279,0.19,305464.0
2024-05-31,광주,모바일앱,뷰티,4,120028,0.22,374487.0
2024-11-11,부산,온라인,도서,1,164167,0.08,151034.0
2024-02-29,인천,오프라인,식품,9,133171,0.19,970817.0
2024-01-01,광주,온라인,뷰티,1,182616,0.15,155224.0
2024-02-10,서울,온라인,식품,11,48211,0.29,376528.0
2024-07-04,대구,오프라인,도서,2,158421,0.27,231295.0
2024-04-10,대전,오프라인,의류,4,140864,0.12,495841.0
2024-06-28,부산,모바일앱,가전,2,118642,0.28,170844.0
2024-01-11,서울,모바일앱,가전,5,5730,0.27,20914.0
2024-05-01,대전,온라인,가전,7,110582,0.18,634741.0
2024-05-30,광주,온라인,뷰티,1,172400,0.02,168952.0
2024-06-06,부산,온라인,뷰티,6,130700,0.05,744990.0
2024-07-20,대구,온라인,의류,9,5994,0.02,52867.0
2024-10-12,서울,온라인,뷰티,6,61126,0.03,355753.0
2024-06-20,광주,모바일앱,가전,2,116022,,164751.0
2024-11-03,부산,오프라인,뷰티,8,163310,0.06,1228091.0
2024-07-12,서울,온라인,식품,3,91760,0.21,217471.0
2024-04-05,인천,온라인,가전,1,172085,0.19,139389.0
2024-03-24,대전,오프라인,도서,5,160192,0.19,648778.0
2024-04-28,광주,온라인,식품,3,57107,0.06,161042.0
2024-08-06,서울,온라인,식품,1,43016,0.17,35703.0
2024-03-29,서울,온라인,도서,9,181049,0.19,1319847.0
2024-11-30,대전,온라인,식품,7,119895,0.17,696590.0
2024-06-24,대전,온라인,도서,11,170502,0.06,1762991.0
2024-11-11,부산,오프라인,가전,6,184816,0.22,864939.0
2024-09-07,대구,온라인,가전,5,87774,0.02,430093.0
2024-05-02,부산,오프라인,식품,10,13918,0.18,114128.0
2024-03-24,부산,오프라인,도서,1,182255,0.13,158562.0
2024-09-29,서울,모바일앱,식품,4,118796,0.08,437169.0
2024-05-01,서울,온라인,가전,9,28485,0.24,194837.0
2024-03-31,서울,온라인,도서,4,108309,0.05,411574.0
2024-12-06,광주,온라인,의류,10,10457,0.28,75290.0
2024-06-25,서울,온라인,의류,4,61510,0.27,179609.0
2024-01-18,서울,온라인,식품,5,72834,0.11,324111.0
2024-06-30,부산,오프라인,가전,10,93598,0.09,851742.0
2024-06-17,서울,온라인,가전,3,115259,0.04,331946.0
2024-11-12,서울,온라인,도서,11,168681,0.27,1354508.0
2024-09-17,대구,온라인,가전,1,73531,0.19,59560.0
2024-03-11,부산,오프라인,식품,3,148388,0.01,440712.0
2024-02-25,대구,모바일앱,뷰티,7,188703,0.15,1122783.0
2024-08-08,대전,오프라인,식품,7,150960,0.03,1025018.0
2024-01-18,서울,오프라인,도서,11,54668,0.17,499119.0
2024-04-26,대전,오프라인,식품,11,137157,0.15,1282418.0
2024-02-20,대전,오프라인,뷰티,8,59836,0.02,469114.0
2024-01-08,광주,온라인,뷰티,8,98192,0.24,597007.0
2024-12-02,대구,오프라인,의류,4,128791,0.08,473951.0
2024-02-02,대구,오프라인,도서,9,62179,0.16,470073.0
2024-01-04,대구,온라인,의류,8,5753,0.19,37279.0
2024-12-07,인천,오프라인,뷰티,1,168246,0.29,119455.0
2024-03-09,서울,온라인,식품,10,146873,0.15,1248420.0
2024-10-25,대전,오프라인,뷰티,4,29011,0.28,83552.0
2024-01-12,대구,온라인,도서,6,78606,0.11,419756.0
2024-02-26,인천,오프라인,도서,6,56030,0.26,248773.0
2024-02-10,부산,모바일앱,식품,10,195660,0.07,1819638.0
2024-09-15,서울,온라인,뷰티,3,188652,0.21,447105.0
2024-08-14,부산,온라인,도서,5,139826,0.03,678156.0
2024-06-23,부산,온라인,뷰티,1,90950,0.3,63665.0
2024-03-29,부산,온라인,뷰티,4,15181,0.29,43114.0
2024-02-02,서울,모바일앱,가전,1,53149,0.13,46240.0
2024-07-27,서울,온라인,뷰티,7,23062,0.16,135605.0
2024-03-25,부산,온라인,뷰티,10,158951,0.18,1303398.0
2024-08-04,부산,온라인,식품,6,22192,0.08,122500.0
2024-09-08,대전,모바일앱,뷰티,11,137114,0.2,1206603.0
2024-11-06,서울,온라인,의류,11,190761,0.21,1657713.0
2024-06-29,서울,오프라인,식품,1,65047,0.16,54639.0
2024-01-02,서울,온라인,식품,6,138390,0.04,797126.0
2024-04-12,부산,온라인,식품,6,176427,0.28,762165.0
2024-11-08,부산,오프라인,가전,5,88383,0.03,428658.0
2024-07-14,대구,온라인,도서,10,92524,0.19,749444.0
2024-08-14,대전,오프라인,도서,5,44094,0.03,213856.0
2024-06-16,서울,온라인,도서,1,88363,0.04,84828.0
2024-02-29,인천,오프라인,의류,7,175359,0.01,1215238.0
2024-11-24,서울,오프라인,식품,3,134353,0.11,358723.0
2024-10-09,서울,오프라인,도서,4,44303,0.19,143542.0
2024-12-30,부산,온라인,뷰티,6,107675,,542682.0
2024-11-09,서울,오프라인,가전,8,142802,0.2,913933.0
2024-04-16,대구,모바일앱,식품,4,20081,0.2,64259.0
2024-04-03,인천,온라인,뷰티,5,153848,0.04,738470.0
2024-03-31,인천,온라인,뷰티,1,44243,0.02,43358.0
2024-12-02,부산,모바일앱,뷰티,5,62457,0.19,252951.0
2024-07-22,대구,온라인,가전,7,86187,0.2,482647.0
2024-06-15,부산,오프라인,의류,7,103458,0.17,601091.0
2024-12-20,서울,오프라인,가전,4,183622,0.07,683074.0
2024-08-08,서울,온라인,뷰티,1,48482,0.24,36846.0
2024-11-28,인천,오프라인,의류,7,54890,0.02,376545.0
2024-12-26,대전,오프라인,식품,8,78891,0.19,511214.0
2024-01-30,서울,온라인,가전,1,172168,0.04,165281.0
2024-05-12,대구,모바일앱,도서,6,193201,0.2,927365.0
2024-09-25,인천,온라인,뷰티,2,93626,0.13,162909.0
2024-10-24,광주,온라인,뷰티,5,140161,0.22,546628.0
2024-02-24,부산,모바일앱,뷰티,8,183866,0.02,1441509.0
2024-04-26,대구,온라인,뷰티,8,170089,0.17,1129391.0
2024-07-19,인천,모바일앱,도서,8,137847,0.04,1058665.0
2024-10-19,광주,온라인,뷰티,9,110416,0.2,794995.0
2024-02-11,서울,온라인,뷰티,3,196947,0.04,567207.0
2024-08-07,대전,온라인,의류,10,51612,0.02,505798.0
2024-04-18,서울,오프라인,도서,4,75739,0.21,239335.0
2024-03-20,광주,오프라인,뷰티,5,144011,0.02,705654.0
2024-07-07,서울,모바일앱,가전,9,9074,0.07,75949.0
2024-05-31,서울,모바일앱,도서,4,102610,0.25,307830.0
2024-08-20,서울,오프라인,식품,1,171614,0.24,130427.0
2024-04-26,부산,오프라인,가전,8,39485,0.26,233751.0
2024-10-28,서울,오프라인,가전,8,161605,0.1,1163556.0
2024-01-29,서울,모바일앱,가전,7,85423,0.16,502287.0
2024-11-11,부산,오프라인,뷰티,2,172799,0.23,266110.0
2024-01-11,부산,모바일앱,도서,7,128793,0.04,865489.0
2024-09-26,인천,온라인,가전,3,35648,0.22,83416.0
2024-05-06,광주,온라인,도서,7,148389,0.03,1007561.0
2024-05-20,인천,오프라인,도서,6,15949,0.27,69857.0
2024-01-07,서울,온라인,의류,9,52428,0.19,382200.0
2024-09-13,서울,온라인,도서,11,178236,0.15,1666507.0
2024-03-01,대전,모바일앱,뷰티,3,175819,0.15,448338.0
2024-08-29,서울,온라인,의류,2,14035,0.05,26666.0
2024-09-22,부산,온라인,도서,7,79012,0.1,497776.0
2024-11-05,대전,온라인,의류,11,23355,0.22,200386.0
2024-09-16,대전,온라인,식품,2,57871,0.16,97223.0
2024-04-20,부산,오프라인,뷰티,6,193653,0.16,976011.0
2024-09-27,인천,모바일앱,의류,5,43048,0.06,202326.0
2024-10-29,부산,모바일앱,도서,4,130083,0.21,411062.0
2024-04-26,인천,오프라인,도서,8,161813,0.12,1139164.0
2024-02-15,서울,오프라인,도서,4,176790,0.05,671802.0
2024-11-21,서울,온라인,도서,6,74062,0.28,319948.0
2024-02-24,대구,모바일앱,도서,10,140889,0.15,1197556.0
2024-08-05,서울,온라인,의류,5,99262,0.16,416900.0
2024-03-27,인천,온라인,도서,1,25930,0.29,18410.0
2024-02-16,부산,모바일앱,의류,10,48449,0.11,431196.0
2024-10-11,광주,모바일앱,식품,4,150893,0.28,434572.0
2024-02-22,광주,온라인,도서,9,138787,0.21,986776.0
2024-09-02,부산,오프라인,뷰티,9,106613,0.19,777209.0
2024-09-10,인천,온라인,도서,6,157301,0.07,877740.0
2024-01-23,서울,온라인,도서,1,139795,0.02,136999.0
2024-03-04,부산,온라인,뷰티,11,71187,0.13,681260.0
2024-10-17,서울,온라인,식품,8,62320,0.0,498560.0
2024-07-04,광주,오프라인,가전,5,189290,0.02,927521.0
2024-02-14,광주,온라인,식품,10,194508,0.18,1594966.0
2024-12-28,대전,오프라인,도서,9,10969,0.22,77002.0
2024-04-06,광주,온라인,뷰티,9,159197,,1361134.0
2024-01-02,대전,모바일앱,의류,2,30923,0.22,48240.0
2024-12-04,서울,오프라인,도서,7,172939,0.28,871613.0
2024-01-07,대전,모바일앱,가전,4,119813,0.22,373817.0
2024-07-21,대구,온라인,도서,1,139116,0.24,105728.0
2024-12-29,부산,오프라인,도서,4,141774,0.21,448006.0
2024-07-30,대구,모바일앱,의류,2,122959,0.07,228704.0
2024-08-01,서울,온라인,도서,2,53883,0.11,95912.0
2024-05-22,서울,온라인,의류,8,162401,0.28,935430.0
2024-02-16,서울,온라인,의류,6,113043,0.2,542606.0
2024-07-28,서울,온라인,도서,5,111286,0.24,422887.0
2024-11-24,부산,온라인,도서,3,67085,0.29,142891.0
2024-02-03,광주,온라인,식품,9,6958,0.07,58238.0
2024-11-18,대구,온라인,식품,7,113047,0.1,712196.0
2024-05-31,부산,오프라인,의류,7,72292,0.19,409896.0
2024-07-15,부산,온라인,식품,3,133568,0.01,396697.0
2024-03-01,부산,온라인,식품,2,76081,0.17,126294.0
2024-08-15,서울,오프라인,식품,2,194697,0.24,295939.0
2024-03-07,광주,온라인,식품,1,137770,0.18,112971.0
2024-04-09,서울,온라인,의류,11,93860,0.09,939539.0
2024-09-21,인천,온라인,의류,5,143098,0.22,558082.0
2024-01-19,인천,온라인,도서,8,131402,0.04,1009167.0
2024-06-12,대구,온라인,식품,11,126006,0.27,1011828.0
2024-08-05,광주,온라인,뷰티,11,117717,0.03,1256040.0
2024-02-18,서울,온라인,의류,4,186715,0.26,552676.0
2024-04-17,광주,모바일앱,도서,6,66923,0.15,341307.0
2024-05-05,인천,모바일앱,가전,6,89307,0.13,466183.0
2024-08-30,인천,온라인,가전,1,54347,0.15,46195.0
2024-12-23,인천,온라인,의류,9,116053,0.06,981808.0
2024-11-02,광주,온라인,식품,7,197634,0.14,1189757.0
2024-03-10,대전,모바일앱,의류,5,123632,0.25,463620.0
2024-01-07,부산,모바일앱,가전,7,45336,0.24,241188.0
2024-01-19,광주,온라인,의류,9,184694,0.05,1579134.0
2024-08-06,인천,온라인,도서,1,159103,0.2,127282.0
2024-02-27,부산,온라인,도서,8,90825,0.26,537684.0
2024-03-25,대전,모바일앱,식품,10,33584,0.25,251880.0
2024-11-06,부산,모바일앱,식품,8,83518,0.13,581285.0
2024-11-15,대구,온라인,의류,7,161848,0.01,1121607.0
2024-11-03,서울,오프라인,의류,1,117536,0.28,84626.0
2024-04-02,서울,온라인,도서,9,41217,0.12,326439.0
2024-08-14,광주,오프라인,식품,9,35917,0.11,287695.0
2024-08-11,부산,모바일앱,도서,6,193595,0.23,894409.0
2024-03-08,부산,온라인,뷰티,7,92210,0.08,593832.0
2024-07-21,서울,온라인,식품,7,138767,0.25,728527.0
2024-07-11,부산,오프라인,뷰티,2,75325,0.02,147637.0
2024-05-24,광주,온라인,식품,3,22573,,52821.0
2024-10-02,광주,모바일앱,식품,9,85327,0.29,545240.0
2024-09-05,서울,온라인,도서,11,140169,0.3,1079301.0
2024-07-13,대구,모바일앱,도서,3,70001,0.28,151202.0
2024-09-22,부산,온라인,의류,5,122706,0.26,454012.0
2024-10-06,대구,온라인,식품,11,90429,0.08,915141.0
2024-07-26,부산,온라인,가전,2,70821,0.29,100566.0
2024-04-07,부산,온라인,뷰티,3,54728,0.28,118212.0
2024-10-04,부산,온라인,뷰티,1,55843,0.16,46908.0
2024-09-19,대구,오프라인,뷰티,3,54863,0.12,144838.0
2024-12-25,부산,온라인,의류,7,145158,0.03,985623.0
2024-02-24,부산,온라인,뷰티,4,70779,0.18,232155.0
2024-06-02,광주,온라인,의류,11,149565,0.21,1299720.0
2024-12-04,인천,온라인,가전,10,65656,0.12,577773.0
2024-07-07,서울,모바일앱,가전,10,68805,0.12,605484.0
2024-12-10,광주,모바일앱,식품,8,185225,0.17,1229894.0
2024-01-05,광주,온라인,식품,8,175864,0.01,1392843.0
2024-01-13,서울,오프라인,뷰티,6,83137,0.29,354164.0
2024-10-18,대구,오프라인,식품,11,57421,0.09,574784.0
2024-05-11,서울,모바일앱,도서,2,144547,0.04,277530.0
2024-07-09,인천,온라인,식품,8,18623,0.0,148984.0
2024-06-05,서울,온라인,도서,2,94008,0.26,139132.0
2024-05-29,인천,온라인,의류,4,121974,0.26,361043.0
2024-12-09,서울,모바일앱,가전,3,136776,0.03,398018.0
2024-02-04,부산,오프라인,의류,7,25878,0.05,172089.0
2024-10-09,대전,온라인,가전,9,5584,0.13,43723.0
2024-11-21,부산,온라인,뷰티,1,58949,0.06,55412.0
2024-08-28,광주,오프라인,도서,7,28252,0.22,154256.0
2024-05-24,대전,모바일앱,뷰티,3,103901,0.02,305469.0
2024-02-28,광주,온라인,뷰티,1,184303,0.16,154815.0
2024-09-06,서울,오프라인,식품,5,60840,0.11,270738.0
2024-06-20,광주,온라인,도서,7,93473,0.14,562707.0
2024-02-24,서울,온라인,가전,3,46924,0.13,122472.0
2024-05-11,부산,오프라인,뷰티,5,13575,0.05,64481.0
2024-12-17,광주,오프라인,도서,11,142121,0.07,1453898.0
2024-04-07,인천,모바일앱,도서,4,54997,0.02,215588.0
2024-03-06,부산,온라인,뷰티,11,111664,0.03,1191455.0
2024-09-06,부산,온라인,뷰티,10,138203,0.29,981241.0
2024-03-14,광주,온라인,뷰티,5,168753,0.08,776264.0
2024-12-02,인천,온라인,가전,7,41186,0.09,262355.0
2024-11-10,부산,온라인,가전,8,118341,0.04,908859.0
2024-12-25,광주,온라인,뷰티,6,182599,0.23,843607.0
2024-11-30,서울,온라인,식품,5,99272,0.28,357379.0
2024-03-30,서울,온라인,의류,4,12919,0.24,39274.0
2024-03-18,대구,온라인,가전,2,55944,0.18,91748.0
2024-05-05,대전,오프라인,도서,1,159974,0.24,121580.0
2024-06-20,서울,온라인,뷰티,4,159452,0.12,561271.0
2024-11-18,서울,오프라인,뷰티,9,66326,0.26,441731.0
2024-09-25,서울,모바일앱,의류,3,43389,0.24,98927.0
2024-08-23,광주,오프라인,도서,2,61895,0.0,123790.0
2024-11-17,서울,온라인,의류,4,52234,0.15,177596.0
2024-08-24,부산,온라인,의류,7,149488,0.08,962703.0
2024-05-18,대전,오프라인,의류,3,169109,0.03,492107.0
2024-05-31,서울,오프라인,뷰티,3,14087,0.25,31696.0
2024-07-08,대구,온라인,식품,2,149532,0.0,299064.0
2024-02-02,부산,온라인,의류,4,151729,0.22,473394.0
2024-09-28,광주,오프라인,도서,3,124510,0.3,261471.0
2024-08-26,부산,온라인,의류,10,174902,0.14,1504157.0
2024-09-24,부산,오프라인,가전,10,12589,0.11,112042.0
2024-07-14,서울,온라인,식품,5,141451,0.18,579949.0
2024-10-13,인천,온라인,도서,1,29815,0.24,22659.0
2024-12-13,인천,모바일앱,도서,1,179916,0.07,167322.0
2024-07-27,서울,온라인,도서,4,102491,0.08,377167.0
2024-06-11,부산,오프라인,뷰티,6,22718,0.18,111773.0
2024-02-08,광주,온라인,도서,6,150536,0.28,650316.0
2024-10-11,서울,온라인,의류,4,151097,0.09,549993.0
2024-11-26,서울,모바일앱,식품,4,95499,0.11,339976.0
2024-09-13,대구,온라인,식품,4,65532,0.3,183490.0
